"subject" "activityName" "activity" "variable" "value"
"7341" "21" "STANDING" "5" "fBodyAccmeanX" -0.978327686179775
"7342" "22" "STANDING" "5" "fBodyAccmeanX" -0.980373909206349
"7343" "23" "STANDING" "5" "fBodyAccmeanX" -0.983627197058824
"7344" "24" "STANDING" "5" "fBodyAccmeanX" -0.984183633623188
"7345" "25" "STANDING" "5" "fBodyAccmeanX" -0.990093202837838
"7346" "26" "STANDING" "5" "fBodyAccmeanX" -0.991993372297297
"7347" "27" "STANDING" "5" "fBodyAccmeanX" -0.99012181225
"7348" "28" "STANDING" "5" "fBodyAccmeanX" -0.97251980164557
"7349" "29" "STANDING" "5" "fBodyAccmeanX" -0.995024039692308
"7350" "30" "STANDING" "5" "fBodyAccmeanX" -0.972014050847458
"7351" "1" "LAYING" "6" "fBodyAccmeanX" -0.9390990524
"7352" "2" "LAYING" "6" "fBodyAccmeanX" -0.976725059791667
"7353" "3" "LAYING" "6" "fBodyAccmeanX" -0.980665609032258
"7354" "4" "LAYING" "6" "fBodyAccmeanX" -0.958802077592593
"7355" "5" "LAYING" "6" "fBodyAccmeanX" -0.968741678461538
"7356" "6" "LAYING" "6" "fBodyAccmeanX" -0.939114254210526
"7357" "7" "LAYING" "6" "fBodyAccmeanX" -0.953424245576923
"7358" "8" "LAYING" "6" "fBodyAccmeanX" -0.953538563888889
"7359" "9" "LAYING" "6" "fBodyAccmeanX" -0.946865494
"7360" "10" "LAYING" "6" "fBodyAccmeanX" -0.96918420862069
"7361" "11" "LAYING" "6" "fBodyAccmeanX" -0.983801365614035
"7362" "12" "LAYING" "6" "fBodyAccmeanX" -0.956248487666667
"7363" "13" "LAYING" "6" "fBodyAccmeanX" -0.974716920483871
"7364" "14" "LAYING" "6" "fBodyAccmeanX" -0.933936178235294
"7365" "15" "LAYING" "6" "fBodyAccmeanX" -0.974016176527778
"7366" "16" "LAYING" "6" "fBodyAccmeanX" -0.980213187428571
"7367" "17" "LAYING" "6" "fBodyAccmeanX" -0.974359280140845
"7368" "18" "LAYING" "6" "fBodyAccmeanX" -0.985179972153846
"7369" "19" "LAYING" "6" "fBodyAccmeanX" -0.97453373
"7370" "20" "LAYING" "6" "fBodyAccmeanX" -0.965728781617647
"7371" "21" "LAYING" "6" "fBodyAccmeanX" -0.968234375555556
"7372" "22" "LAYING" "6" "fBodyAccmeanX" -0.953758542777778
"7373" "23" "LAYING" "6" "fBodyAccmeanX" -0.970037238333333
"7374" "24" "LAYING" "6" "fBodyAccmeanX" -0.975893687083333
"7375" "25" "LAYING" "6" "fBodyAccmeanX" -0.929147371232877
"7376" "26" "LAYING" "6" "fBodyAccmeanX" -0.973262289210526
"7377" "27" "LAYING" "6" "fBodyAccmeanX" -0.980631846891892
"7378" "28" "LAYING" "6" "fBodyAccmeanX" -0.9739308675
"7379" "29" "LAYING" "6" "fBodyAccmeanX" -0.986626999275362
"7380" "30" "LAYING" "6" "fBodyAccmeanX" -0.974789999285714
"7381" "1" "WALKING" "1" "fBodyAccmeanY" 0.0897127264021053
"7382" "2" "WALKING" "1" "fBodyAccmeanY" -0.0219048103322034
"7383" "3" "WALKING" "1" "fBodyAccmeanY" -0.0813024353275862
"7384" "4" "WALKING" "1" "fBodyAccmeanY" -0.14939963344
"7385" "5" "WALKING" "1" "fBodyAccmeanY" 0.00946037755178572
"7386" "6" "WALKING" "1" "fBodyAccmeanY" 0.140781621991228
"7387" "7" "WALKING" "1" "fBodyAccmeanY" -0.0641564202736842
"7388" "8" "WALKING" "1" "fBodyAccmeanY" 0.316982393333333
"7389" "9" "WALKING" "1" "fBodyAccmeanY" -0.257677616153846
"7390" "10" "WALKING" "1" "fBodyAccmeanY" 0.0533911909886792
"7391" "11" "WALKING" "1" "fBodyAccmeanY" -0.0830478435976271
"7392" "12" "WALKING" "1" "fBodyAccmeanY" -0.071302455092
"7393" "13" "WALKING" "1" "fBodyAccmeanY" 0.0955150666694737
"7394" "14" "WALKING" "1" "fBodyAccmeanY" -0.174601844847458
"7395" "15" "WALKING" "1" "fBodyAccmeanY" 0.111321097159074
"7396" "16" "WALKING" "1" "fBodyAccmeanY" -0.321500667843137
"7397" "17" "WALKING" "1" "fBodyAccmeanY" -0.0650267622126229
"7398" "18" "WALKING" "1" "fBodyAccmeanY" -0.24360627125
"7399" "19" "WALKING" "1" "fBodyAccmeanY" 0.169258575663077
"7400" "20" "WALKING" "1" "fBodyAccmeanY" 0.403465950921569
"7401" "21" "WALKING" "1" "fBodyAccmeanY" 0.0338465813711538
"7402" "22" "WALKING" "1" "fBodyAccmeanY" 0.145367520371739
"7403" "23" "WALKING" "1" "fBodyAccmeanY" -0.0724367317966102
"7404" "24" "WALKING" "1" "fBodyAccmeanY" -0.203193741396552
"7405" "25" "WALKING" "1" "fBodyAccmeanY" -0.251880271094595
"7406" "26" "WALKING" "1" "fBodyAccmeanY" -0.146702156576271
"7407" "27" "WALKING" "1" "fBodyAccmeanY" -0.13678354122807
"7408" "28" "WALKING" "1" "fBodyAccmeanY" -0.127912276044444
"7409" "29" "WALKING" "1" "fBodyAccmeanY" -0.0349642325433962
"7410" "30" "WALKING" "1" "fBodyAccmeanY" -0.193856663907692
"7411" "1" "WALKING_UPSTAIRS" "2" "fBodyAccmeanY" -0.190976720811321
"7412" "2" "WALKING_UPSTAIRS" "2" "fBodyAccmeanY" 0.00992445881854167
"7413" "3" "WALKING_UPSTAIRS" "2" "fBodyAccmeanY" -0.0788094156644068
"7414" "4" "WALKING_UPSTAIRS" "2" "fBodyAccmeanY" -0.117109161492308
"7415" "5" "WALKING_UPSTAIRS" "2" "fBodyAccmeanY" 0.0728903158085106
"7416" "6" "WALKING_UPSTAIRS" "2" "fBodyAccmeanY" 0.0978035099588235
"7417" "7" "WALKING_UPSTAIRS" "2" "fBodyAccmeanY" -0.381590523137255
"7418" "8" "WALKING_UPSTAIRS" "2" "fBodyAccmeanY" 0.263431399878049
"7419" "9" "WALKING_UPSTAIRS" "2" "fBodyAccmeanY" -0.405022798163265
"7420" "10" "WALKING_UPSTAIRS" "2" "fBodyAccmeanY" -0.0390688222212766
"7421" "11" "WALKING_UPSTAIRS" "2" "fBodyAccmeanY" -0.254645206944444
"7422" "12" "WALKING_UPSTAIRS" "2" "fBodyAccmeanY" -0.168341519859615
"7423" "13" "WALKING_UPSTAIRS" "2" "fBodyAccmeanY" -0.0636564765818182
"7424" "14" "WALKING_UPSTAIRS" "2" "fBodyAccmeanY" 0.0163939234574074
"7425" "15" "WALKING_UPSTAIRS" "2" "fBodyAccmeanY" -0.1019354328
"7426" "16" "WALKING_UPSTAIRS" "2" "fBodyAccmeanY" -0.268063812745098
"7427" "17" "WALKING_UPSTAIRS" "2" "fBodyAccmeanY" -0.1175197356
"7428" "18" "WALKING_UPSTAIRS" "2" "fBodyAccmeanY" -0.363450742586207
"7429" "19" "WALKING_UPSTAIRS" "2" "fBodyAccmeanY" 0.111818164225
"7430" "20" "WALKING_UPSTAIRS" "2" "fBodyAccmeanY" -0.0293832440223529
"7431" "21" "WALKING_UPSTAIRS" "2" "fBodyAccmeanY" 0.0221598658106383
"7432" "22" "WALKING_UPSTAIRS" "2" "fBodyAccmeanY" 0.13068653882619
"7433" "23" "WALKING_UPSTAIRS" "2" "fBodyAccmeanY" -0.0769773944803922
"7434" "24" "WALKING_UPSTAIRS" "2" "fBodyAccmeanY" -0.252412541966102
"7435" "25" "WALKING_UPSTAIRS" "2" "fBodyAccmeanY" -0.380150805384615
"7436" "26" "WALKING_UPSTAIRS" "2" "fBodyAccmeanY" -0.185528313272727
"7437" "27" "WALKING_UPSTAIRS" "2" "fBodyAccmeanY" -0.249688517843137
"7438" "28" "WALKING_UPSTAIRS" "2" "fBodyAccmeanY" -0.190589069119608
"7439" "29" "WALKING_UPSTAIRS" "2" "fBodyAccmeanY" -0.196011503540816
"7440" "30" "WALKING_UPSTAIRS" "2" "fBodyAccmeanY" -0.297813768569231
"7441" "1" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanY" 0.00154990783591837
"7442" "2" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanY" 0.278345041765957
"7443" "3" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanY" -0.00770048300204082
"7444" "4" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanY" -0.129606639466667
"7445" "5" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanY" 0.0792280694042553
"7446" "6" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanY" 0.339771173822917
"7447" "7" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanY" -0.145302311446808
"7448" "8" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanY" 0.388412779763158
"7449" "9" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanY" -0.183120455428571
"7450" "10" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanY" 0.00904660360263158
"7451" "11" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanY" 0.0247508134326087
"7452" "12" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanY" 0.150510001156522
"7453" "13" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanY" -0.0364535247659574
"7454" "14" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanY" 0.3714824704
"7455" "15" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanY" 0.167518099964286
"7456" "16" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanY" -0.134598352726809
"7457" "17" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanY" -0.130272514565217
"7458" "18" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanY" -0.309049613818182
"7459" "19" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanY" 0.494457802230769
"7460" "20" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanY" 0.524187686888889
"7461" "21" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanY" 0.181138042506667
"7462" "22" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanY" 0.225766560777778
"7463" "23" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanY" 0.0959432893981482
"7464" "24" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanY" -0.0861829752472727
"7465" "25" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanY" -0.196381053741379
"7466" "26" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanY" -0.006237000044
"7467" "27" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanY" -0.0626729573068182
"7468" "28" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanY" 0.186441733869565
"7469" "29" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanY" -0.02122937175
"7470" "30" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanY" -0.0216637054241935
"7471" "1" "SITTING" "4" "fBodyAccmeanY" -0.944084550425532
"7472" "2" "SITTING" "4" "fBodyAccmeanY" -0.957343498478261
"7473" "3" "SITTING" "4" "fBodyAccmeanY" -0.891907751346154
"7474" "4" "SITTING" "4" "fBodyAccmeanY" -0.9057829318
"7475" "5" "SITTING" "4" "fBodyAccmeanY" -0.921434735681818
"7476" "6" "SITTING" "4" "fBodyAccmeanY" -0.928264365454545
"7477" "7" "SITTING" "4" "fBodyAccmeanY" -0.93149063375
"7478" "8" "SITTING" "4" "fBodyAccmeanY" -0.94421971826087
"7479" "9" "SITTING" "4" "fBodyAccmeanY" -0.911683219
"7480" "10" "SITTING" "4" "fBodyAccmeanY" -0.9404502
"7481" "11" "SITTING" "4" "fBodyAccmeanY" -0.934503182830189
"7482" "12" "SITTING" "4" "fBodyAccmeanY" -0.942768016862745
"7483" "13" "SITTING" "4" "fBodyAccmeanY" -0.959673916122449
"7484" "14" "SITTING" "4" "fBodyAccmeanY" -0.932644766111111
"7485" "15" "SITTING" "4" "fBodyAccmeanY" -0.938926430779661
"7486" "16" "SITTING" "4" "fBodyAccmeanY" -0.961456685507246
"7487" "17" "SITTING" "4" "fBodyAccmeanY" -0.96992798921875
"7488" "18" "SITTING" "4" "fBodyAccmeanY" -0.976538530350877
"7489" "19" "SITTING" "4" "fBodyAccmeanY" -0.960763181917808
"7490" "20" "SITTING" "4" "fBodyAccmeanY" -0.945198619242424
"7491" "21" "SITTING" "4" "fBodyAccmeanY" -0.968060947058824
"7492" "22" "SITTING" "4" "fBodyAccmeanY" -0.939546007903226
"7493" "23" "SITTING" "4" "fBodyAccmeanY" -0.953460406470588
"7494" "24" "SITTING" "4" "fBodyAccmeanY" -0.962773200147059
"7495" "25" "SITTING" "4" "fBodyAccmeanY" -0.959117259384615
"7496" "26" "SITTING" "4" "fBodyAccmeanY" -0.954299410641026
"7497" "27" "SITTING" "4" "fBodyAccmeanY" -0.974057855571429
"7498" "28" "SITTING" "4" "fBodyAccmeanY" -0.946351650416667
"7499" "29" "SITTING" "4" "fBodyAccmeanY" -0.969609501666667
"7500" "30" "SITTING" "4" "fBodyAccmeanY" -0.954076042258065
"7501" "1" "STANDING" "5" "fBodyAccmeanY" -0.977070847735849
"7502" "2" "STANDING" "5" "fBodyAccmeanY" -0.959871697407407
"7503" "3" "STANDING" "5" "fBodyAccmeanY" -0.908075353770492
"7504" "4" "STANDING" "5" "fBodyAccmeanY" -0.889549205
"7505" "5" "STANDING" "5" "fBodyAccmeanY" -0.890796360535714
"7506" "6" "STANDING" "5" "fBodyAccmeanY" -0.930336471754386
"7507" "7" "STANDING" "5" "fBodyAccmeanY" -0.941883783773585
"7508" "8" "STANDING" "5" "fBodyAccmeanY" -0.9500491
"7509" "9" "STANDING" "5" "fBodyAccmeanY" -0.944849431777778
"7510" "10" "STANDING" "5" "fBodyAccmeanY" -0.923378745227273
"7511" "11" "STANDING" "5" "fBodyAccmeanY" -0.968703072553191
"7512" "12" "STANDING" "5" "fBodyAccmeanY" -0.932775677704918
"7513" "13" "STANDING" "5" "fBodyAccmeanY" -0.959427618245614
"7514" "14" "STANDING" "5" "fBodyAccmeanY" -0.942178248333333
"7515" "15" "STANDING" "5" "fBodyAccmeanY" -0.943348788679245
"7516" "16" "STANDING" "5" "fBodyAccmeanY" -0.96931401525641
"7517" "17" "STANDING" "5" "fBodyAccmeanY" -0.97417056948718
"7518" "18" "STANDING" "5" "fBodyAccmeanY" -0.961239135479452
"7519" "19" "STANDING" "5" "fBodyAccmeanY" -0.952872872465753
"7520" "20" "STANDING" "5" "fBodyAccmeanY" -0.898194212465753
"7521" "21" "STANDING" "5" "fBodyAccmeanY" -0.949694904269663
"7522" "22" "STANDING" "5" "fBodyAccmeanY" -0.929161387619048
"7523" "23" "STANDING" "5" "fBodyAccmeanY" -0.962831825294118
"7524" "24" "STANDING" "5" "fBodyAccmeanY" -0.948970158405797
"7525" "25" "STANDING" "5" "fBodyAccmeanY" -0.959846189054054
"7526" "26" "STANDING" "5" "fBodyAccmeanY" -0.958402317837838
"7527" "27" "STANDING" "5" "fBodyAccmeanY" -0.961356141125
"7528" "28" "STANDING" "5" "fBodyAccmeanY" -0.893430392658228
"7529" "29" "STANDING" "5" "fBodyAccmeanY" -0.973345770461538
"7530" "30" "STANDING" "5" "fBodyAccmeanY" -0.919475121186441
"7531" "1" "LAYING" "6" "fBodyAccmeanY" -0.86706520518
"7532" "2" "LAYING" "6" "fBodyAccmeanY" -0.979800877916667
"7533" "3" "LAYING" "6" "fBodyAccmeanY" -0.961169982903226
"7534" "4" "LAYING" "6" "fBodyAccmeanY" -0.938883374444444
"7535" "5" "LAYING" "6" "fBodyAccmeanY" -0.965419520961538
"7536" "6" "LAYING" "6" "fBodyAccmeanY" -0.923706791403509
"7537" "7" "LAYING" "6" "fBodyAccmeanY" -0.942193953846154
"7538" "8" "LAYING" "6" "fBodyAccmeanY" -0.951816663703704
"7539" "9" "LAYING" "6" "fBodyAccmeanY" -0.9343665984
"7540" "10" "LAYING" "6" "fBodyAccmeanY" -0.954341849137931
"7541" "11" "LAYING" "6" "fBodyAccmeanY" -0.971403935438596
"7542" "12" "LAYING" "6" "fBodyAccmeanY" -0.951265971
"7543" "13" "LAYING" "6" "fBodyAccmeanY" -0.965843757258064
"7544" "14" "LAYING" "6" "fBodyAccmeanY" -0.930366906078431
"7545" "15" "LAYING" "6" "fBodyAccmeanY" -0.962461124305556
"7546" "16" "LAYING" "6" "fBodyAccmeanY" -0.963635575142857
"7547" "17" "LAYING" "6" "fBodyAccmeanY" -0.954648102253521
"7548" "18" "LAYING" "6" "fBodyAccmeanY" -0.984909884615385
"7549" "19" "LAYING" "6" "fBodyAccmeanY" -0.972798824096386
"7550" "20" "LAYING" "6" "fBodyAccmeanY" -0.965595958382353
"7551" "21" "LAYING" "6" "fBodyAccmeanY" -0.960069247
"7552" "22" "LAYING" "6" "fBodyAccmeanY" -0.925524703472222
"7553" "23" "LAYING" "6" "fBodyAccmeanY" -0.982072295833333
"7554" "24" "LAYING" "6" "fBodyAccmeanY" -0.980830362083333
"7555" "25" "LAYING" "6" "fBodyAccmeanY" -0.78494581909589
"7556" "26" "LAYING" "6" "fBodyAccmeanY" -0.983664034342105
"7557" "27" "LAYING" "6" "fBodyAccmeanY" -0.982915951891892
"7558" "28" "LAYING" "6" "fBodyAccmeanY" -0.958436369
"7559" "29" "LAYING" "6" "fBodyAccmeanY" -0.989034304057971
"7560" "30" "LAYING" "6" "fBodyAccmeanY" -0.959974274571429
"7561" "1" "WALKING" "1" "fBodyAccmeanZ" -0.331560117789474
"7562" "2" "WALKING" "1" "fBodyAccmeanZ" -0.453806369830508
"7563" "3" "WALKING" "1" "fBodyAccmeanZ" -0.412374074482759
"7564" "4" "WALKING" "1" "fBodyAccmeanZ" -0.631005470833333
"7565" "5" "WALKING" "1" "fBodyAccmeanZ" -0.490251090714286
"7566" "6" "WALKING" "1" "fBodyAccmeanZ" -0.498520164385965
"7567" "7" "WALKING" "1" "fBodyAccmeanZ" 0.0385832252345614
"7568" "8" "WALKING" "1" "fBodyAccmeanZ" -0.238634594791667
"7569" "9" "WALKING" "1" "fBodyAccmeanZ" -0.250806259788462
"7570" "10" "WALKING" "1" "fBodyAccmeanZ" -0.41218272245283
"7571" "11" "WALKING" "1" "fBodyAccmeanZ" -0.616402910169492
"7572" "12" "WALKING" "1" "fBodyAccmeanZ" -0.4223253002
"7573" "13" "WALKING" "1" "fBodyAccmeanZ" -0.246851507561404
"7574" "14" "WALKING" "1" "fBodyAccmeanZ" -0.177366434042373
"7575" "15" "WALKING" "1" "fBodyAccmeanZ" -0.554942138148148
"7576" "16" "WALKING" "1" "fBodyAccmeanZ" -0.244363048235294
"7577" "17" "WALKING" "1" "fBodyAccmeanZ" -0.382832802295082
"7578" "18" "WALKING" "1" "fBodyAccmeanZ" -0.48977105125
"7579" "19" "WALKING" "1" "fBodyAccmeanZ" -0.104423357596154
"7580" "20" "WALKING" "1" "fBodyAccmeanZ" -0.272213861705882
"7581" "21" "WALKING" "1" "fBodyAccmeanZ" -0.300309066730769
"7582" "22" "WALKING" "1" "fBodyAccmeanZ" -0.25521651373913
"7583" "23" "WALKING" "1" "fBodyAccmeanZ" 0.0814081078542373
"7584" "24" "WALKING" "1" "fBodyAccmeanZ" -0.344493013448276
"7585" "25" "WALKING" "1" "fBodyAccmeanZ" -0.533563220540541
"7586" "26" "WALKING" "1" "fBodyAccmeanZ" -0.33953964559322
"7587" "27" "WALKING" "1" "fBodyAccmeanZ" -0.312372595438596
"7588" "28" "WALKING" "1" "fBodyAccmeanZ" -0.356337638518519
"7589" "29" "WALKING" "1" "fBodyAccmeanZ" -0.279734839433962
"7590" "30" "WALKING" "1" "fBodyAccmeanZ" -0.309558882615385
"7591" "1" "WALKING_UPSTAIRS" "2" "fBodyAccmeanZ" -0.433349702075472
"7592" "2" "WALKING_UPSTAIRS" "2" "fBodyAccmeanZ" -0.281001986202083
"7593" "3" "WALKING_UPSTAIRS" "2" "fBodyAccmeanZ" -0.504494528474576
"7594" "4" "WALKING_UPSTAIRS" "2" "fBodyAccmeanZ" -0.524655722692308
"7595" "5" "WALKING_UPSTAIRS" "2" "fBodyAccmeanZ" -0.457470676808511
"7596" "6" "WALKING_UPSTAIRS" "2" "fBodyAccmeanZ" -0.42724809972549
"7597" "7" "WALKING_UPSTAIRS" "2" "fBodyAccmeanZ" -0.317461021372549
"7598" "8" "WALKING_UPSTAIRS" "2" "fBodyAccmeanZ" -0.0729496941121951
"7599" "9" "WALKING_UPSTAIRS" "2" "fBodyAccmeanZ" -0.384710423408163
"7600" "10" "WALKING_UPSTAIRS" "2" "fBodyAccmeanZ" -0.301206408085106
"7601" "11" "WALKING_UPSTAIRS" "2" "fBodyAccmeanZ" -0.551742083518519
"7602" "12" "WALKING_UPSTAIRS" "2" "fBodyAccmeanZ" -0.560841212692308
"7603" "13" "WALKING_UPSTAIRS" "2" "fBodyAccmeanZ" -0.404785239945455
"7604" "14" "WALKING_UPSTAIRS" "2" "fBodyAccmeanZ" 0.191693742633333
"7605" "15" "WALKING_UPSTAIRS" "2" "fBodyAccmeanZ" -0.5395910825
"7606" "16" "WALKING_UPSTAIRS" "2" "fBodyAccmeanZ" -0.335853041176471
"7607" "17" "WALKING_UPSTAIRS" "2" "fBodyAccmeanZ" -0.3999234945625
"7608" "18" "WALKING_UPSTAIRS" "2" "fBodyAccmeanZ" -0.522728377068965
"7609" "19" "WALKING_UPSTAIRS" "2" "fBodyAccmeanZ" -0.2196444734075
"7610" "20" "WALKING_UPSTAIRS" "2" "fBodyAccmeanZ" -0.318431522156863
"7611" "21" "WALKING_UPSTAIRS" "2" "fBodyAccmeanZ" -0.321712974042553
"7612" "22" "WALKING_UPSTAIRS" "2" "fBodyAccmeanZ" -0.228019952309524
"7613" "23" "WALKING_UPSTAIRS" "2" "fBodyAccmeanZ" -0.070577489272549
"7614" "24" "WALKING_UPSTAIRS" "2" "fBodyAccmeanZ" -0.312792211016949
"7615" "25" "WALKING_UPSTAIRS" "2" "fBodyAccmeanZ" -0.542931828
"7616" "26" "WALKING_UPSTAIRS" "2" "fBodyAccmeanZ" -0.499502759272727
"7617" "27" "WALKING_UPSTAIRS" "2" "fBodyAccmeanZ" -0.418886395098039
"7618" "28" "WALKING_UPSTAIRS" "2" "fBodyAccmeanZ" -0.401732939215686
"7619" "29" "WALKING_UPSTAIRS" "2" "fBodyAccmeanZ" -0.320487882857143
"7620" "30" "WALKING_UPSTAIRS" "2" "fBodyAccmeanZ" -0.36751984
"7621" "1" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanZ" -0.225574471693878
"7622" "2" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanZ" -0.131290772
"7623" "3" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanZ" -0.404452414285714
"7624" "4" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanZ" -0.494683451555556
"7625" "5" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanZ" -0.374740089574468
"7626" "6" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanZ" -0.277602590916667
"7627" "7" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanZ" -0.139216222106383
"7628" "8" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanZ" 0.159589756534211
"7629" "9" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanZ" -0.103705822657857
"7630" "10" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanZ" -0.157728357742105
"7631" "11" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanZ" -0.377624755652174
"7632" "12" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanZ" -0.402121221521739
"7633" "13" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanZ" -0.151178724793617
"7634" "14" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanZ" 0.280735952206667
"7635" "15" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanZ" -0.259812204547619
"7636" "16" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanZ" -0.04769426376
"7637" "17" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanZ" -0.3180818605
"7638" "18" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanZ" -0.505824358
"7639" "19" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanZ" 0.110659220744872
"7640" "20" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanZ" -0.188098811986667
"7641" "21" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanZ" -0.0769713066866667
"7642" "22" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanZ" -0.322795653888889
"7643" "23" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanZ" 0.280518877574074
"7644" "24" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanZ" -0.173825083587273
"7645" "25" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanZ" -0.556097089137931
"7646" "26" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanZ" -0.2796400557
"7647" "27" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanZ" -0.241600361090909
"7648" "28" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanZ" -0.308161634195652
"7649" "29" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanZ" -0.266692150208333
"7650" "30" "WALKING_DOWNSTAIRS" "3" "fBodyAccmeanZ" -0.25806736666129
"7651" "1" "SITTING" "4" "fBodyAccmeanZ" -0.959184889148936
"7652" "2" "SITTING" "4" "fBodyAccmeanZ" -0.970162172608696
"7653" "3" "SITTING" "4" "fBodyAccmeanZ" -0.917987925384615
"7654" "4" "SITTING" "4" "fBodyAccmeanZ" -0.9517837432
"7655" "5" "SITTING" "4" "fBodyAccmeanZ" -0.946064216818182
"7656" "6" "SITTING" "4" "fBodyAccmeanZ" -0.935798115272727
"7657" "7" "SITTING" "4" "fBodyAccmeanZ" -0.904675337916667
"7658" "8" "SITTING" "4" "fBodyAccmeanZ" -0.959436275869565
"7659" "9" "SITTING" "4" "fBodyAccmeanZ" -0.8922013438
"7660" "10" "SITTING" "4" "fBodyAccmeanZ" -0.97464465462963
"7661" "11" "SITTING" "4" "fBodyAccmeanZ" -0.972855110377359
"7662" "12" "SITTING" "4" "fBodyAccmeanZ" -0.954626628823529
"7663" "13" "SITTING" "4" "fBodyAccmeanZ" -0.956183063510204
"7664" "14" "SITTING" "4" "fBodyAccmeanZ" -0.944126078888889
"7665" "15" "SITTING" "4" "fBodyAccmeanZ" -0.963227004915254
"7666" "16" "SITTING" "4" "fBodyAccmeanZ" -0.959552230434783
"7667" "17" "SITTING" "4" "fBodyAccmeanZ" -0.97484160453125
"7668" "18" "SITTING" "4" "fBodyAccmeanZ" -0.982996441403509
"7669" "19" "SITTING" "4" "fBodyAccmeanZ" -0.96633509109589
"7670" "20" "SITTING" "4" "fBodyAccmeanZ" -0.947597457121212
"7671" "21" "SITTING" "4" "fBodyAccmeanZ" -0.970859342941176
"7672" "22" "SITTING" "4" "fBodyAccmeanZ" -0.946635312419355
"7673" "23" "SITTING" "4" "fBodyAccmeanZ" -0.942031166764706
"7674" "24" "SITTING" "4" "fBodyAccmeanZ" -0.966991781176471
"7675" "25" "SITTING" "4" "fBodyAccmeanZ" -0.974776131230769
"7676" "26" "SITTING" "4" "fBodyAccmeanZ" -0.967519149358974
"7677" "27" "SITTING" "4" "fBodyAccmeanZ" -0.974665817
"7678" "28" "SITTING" "4" "fBodyAccmeanZ" -0.952226786666667
"7679" "29" "SITTING" "4" "fBodyAccmeanZ" -0.975623030833333
"7680" "30" "SITTING" "4" "fBodyAccmeanZ" -0.966274090645161
"7681" "1" "STANDING" "5" "fBodyAccmeanZ" -0.985297098679245
"7682" "2" "STANDING" "5" "fBodyAccmeanZ" -0.962471195740741
